Assay_Type_s	BioSample_s	Experiment_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	collection_date_s	environment_biome_s	environment_feature_s	environment_material_s	environmental_package_s	geographic_location_country_and_or_sea_s	geographic_location_latitude_s	geographic_location_longitude_s	investigation_type_s	project_name_s	sequencing_method_s	AssemblyName_s	BioProject_s	Center_Name_s	Consent_s	Organism_s	Platform_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	source_s
AMPLICON	SAMEA4041242	ERX1534805	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	25	15	2016-06-22	ERR1464328	ERS1212352	16110.H.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041243	ERX1534806	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	20	12	2016-06-22	ERR1464329	ERS1212353	16111.H.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041244	ERX1534807	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	16	10	2016-06-22	ERR1464330	ERS1212354	16112.H.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041245	ERX1534808	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	10	6	2016-06-22	ERR1464331	ERS1212355	16113.H.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041246	ERX1534809	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	18	11	2016-06-22	ERR1464332	ERS1212356	16114.H.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041247	ERX1534810	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	14	8	2016-06-22	ERR1464333	ERS1212357	16115.H.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041248	ERX1534811	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	17	10	2016-06-22	ERR1464334	ERS1212358	16116.H.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041249	ERX1534812	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	20	12	2016-06-22	ERR1464335	ERS1212359	16117.H.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041250	ERX1534813	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	11	7	2016-06-22	ERR1464336	ERS1212360	16118.H.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041251	ERX1534814	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	21	13	2016-06-22	ERR1464337	ERS1212361	16119.H.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041252	ERX1534815	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	11	7	2016-06-22	ERR1464338	ERS1212362	16120.H.Chi	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041253	ERX1534816	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	17	10	2016-06-22	ERR1464339	ERS1212363	16047.UC.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041254	ERX1534817	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	6	4	2016-06-22	ERR1464340	ERS1212364	16065.UC.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041255	ERX1534818	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	14	8	2016-06-22	ERR1464341	ERS1212365	16058.UC.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041256	ERX1534819	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	11	6	2016-06-22	ERR1464342	ERS1212366	16083.UC.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041257	ERX1534820	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	14	9	2016-06-22	ERR1464343	ERS1212367	16069.UC.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041258	ERX1534821	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	19	12	2016-06-22	ERR1464344	ERS1212368	16050.UC.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041259	ERX1534822	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	15	9	2016-06-22	ERR1464345	ERS1212369	16064.UC.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041260	ERX1534823	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	9	5	2016-06-22	ERR1464346	ERS1212370	16078.UC.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041261	ERX1534824	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	13	8	2016-06-22	ERR1464347	ERS1212371	16062.UC.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041262	ERX1534825	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	20	12	2016-06-22	ERR1464348	ERS1212372	16074.UC.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041263	ERX1534826	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	4	2	2016-06-22	ERR1464349	ERS1212373	16068.UC.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041264	ERX1534827	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	11	7	2016-06-22	ERR1464350	ERS1212374	16079.UC.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041265	ERX1534828	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	18	11	2016-06-22	ERR1464351	ERS1212375	16070.UC.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041266	ERX1534829	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	16	9	2016-06-22	ERR1464352	ERS1212376	16057.UC.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041267	ERX1534830	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	16	9	2016-06-22	ERR1464353	ERS1212377	16067.UC.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041268	ERX1534831	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	21	12	2016-06-22	ERR1464354	ERS1212378	16081.CD.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041269	ERX1534832	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	25	15	2016-06-22	ERR1464355	ERS1212379	16049.CD.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041270	ERX1534833	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	11	7	2016-06-22	ERR1464356	ERS1212380	16087.CD.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041271	ERX1534834	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	7	4	2016-06-22	ERR1464357	ERS1212381	16076.CD.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041272	ERX1534835	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	12	7	2016-06-22	ERR1464358	ERS1212382	16075.CD.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041273	ERX1534836	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	4	3	2016-06-22	ERR1464359	ERS1212383	16056.CD.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041274	ERX1534837	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	18	11	2016-06-22	ERR1464360	ERS1212384	16053.CD.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041275	ERX1534838	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	15	9	2016-06-22	ERR1464361	ERS1212385	16063.CD.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041276	ERX1534839	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	23	14	2016-06-22	ERR1464362	ERS1212386	16048.CD.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041277	ERX1534840	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	13	8	2016-06-22	ERR1464363	ERS1212387	16072.CD.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041278	ERX1534841	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	8	5	2016-06-22	ERR1464364	ERS1212388	16044.CD.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041279	ERX1534842	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	12	7	2016-06-22	ERR1464365	ERS1212389	16061.CD.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041280	ERX1534843	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	15	9	2016-06-22	ERR1464366	ERS1212390	16084.CD.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041281	ERX1534844	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	2	1	2016-06-22	ERR1464367	ERS1212391	16066.CD.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041282	ERX1534845	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	21	12	2016-06-22	ERR1464368	ERS1212392	16080.CD.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041283	ERX1534846	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	16	9	2016-06-22	ERR1464369	ERS1212393	16054.CD.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041284	ERX1534847	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	2	1	2016-06-22	ERR1464370	ERS1212394	16059.CD.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041285	ERX1534848	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	12	7	2016-06-22	ERR1464371	ERS1212395	16071.CD.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041286	ERX1534849	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	3	1	2016-06-22	ERR1464372	ERS1212396	16086.CD.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041287	ERX1534850	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	16	9	2016-06-22	ERR1464373	ERS1212397	16055.CD.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041288	ERX1534851	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	15	9	2016-06-22	ERR1464374	ERS1212398	16073.H.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041289	ERX1534852	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	21	12	2016-06-22	ERR1464375	ERS1212399	16051.H.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041290	ERX1534853	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	23	14	2016-06-22	ERR1464376	ERS1212400	16046.H.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041291	ERX1534854	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	27	16	2016-06-22	ERR1464377	ERS1212401	16082.H.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041292	ERX1534855	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	16	9	2016-06-22	ERR1464378	ERS1212402	16085.H.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041293	ERX1534856	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	30	18	2016-06-22	ERR1464379	ERS1212403	16052.H.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041294	ERX1534857	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	19	11	2016-06-22	ERR1464380	ERS1212404	16060.H.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
AMPLICON	SAMEA4041295	ERX1534858	0	SINGLE	unspecified	OTHER	unspecified	2016-06-22	19	12	2016-06-22	ERR1464381	ERS1212405	16077.H.Bos	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
WGS	SAMEA3323627	ERX924908	350	PAIRED	MDA	METAGENOMIC	NEBNext	2015-04-04	631	313	2015-04-04	ERR843920	ERS698661	9	2011	9003	stool sample	stool sample	human-gut	United Kingdom	52.08675	0.171567	metagenome	IBD virome	Illumina MiSeq 2x250	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
WGS	SAMEA3323628	ERX924909	350	PAIRED	MDA	METAGENOMIC	NEBNext	2015-04-04	498	259	2015-04-04	ERR843921	ERS698662	10	2011	9003	stool sample	stool sample	human-gut	United Kingdom	52.08675	0.171567	metagenome	IBD virome	Illumina MiSeq 2x250	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
WGS	SAMEA3323634	ERX924915	350	PAIRED	MDA	METAGENOMIC	NEBNext	2015-04-04	579	331	2015-04-04	ERR843927	ERS698668	16	2011	9003	stool sample	stool sample	human-gut	United Kingdom	52.08675	0.171567	metagenome	IBD virome	Illumina MiSeq 2x250	<not provided>	PRJEB7772	WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	public	Homo sapiens	ILLUMINA	ERP008725	<not provided>	<not provided>	<not provided>
