BioSample_s	Experiment_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	collection_date_s	source_material_id_s	Assay_Type_s	AssemblyName_s	BioProject_s	BioSampleModel_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	geo_loc_name_s	host_s	isolation_source_s	lat_lon_s	source_s
SAMN03659390	SRX1040305	D1_3_2131_MDA	2015-05-27	45	21	SRR2042025	SRS938420	D1_3_2131	Jun-2011	TB0000152131	WGS	<not provided>	PRJNA284162	Metagenome or environmental	WASHINGTON UNIVERSITY	public	0	SINGLE	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-09-01	SRP058399	<not provided>	<not provided>	USA: Saint Louis, MO	not applicable	fecal sample	38.13 N 90 W	<not provided>
SAMN03659391	SRX1040306	D1_6_6691_MDA	2015-05-27	58	26	SRR2042026	SRS938422	D1_6_6691	Sep-2011	AB43966691	WGS	<not provided>	PRJNA284162	Metagenome or environmental	WASHINGTON UNIVERSITY	public	0	SINGLE	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-09-01	SRP058399	<not provided>	<not provided>	USA: Saint Louis, MO	not applicable	fecal sample	38.13 N 90 W	<not provided>
SAMN03659392	SRX1040307	D1_12_8367_MDA	2015-05-27	35	15	SRR2042027	SRS938423	D1_12_8367	Feb-2012	TB0000128367	WGS	<not provided>	PRJNA284162	Metagenome or environmental	WASHINGTON UNIVERSITY	public	0	SINGLE	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-09-01	SRP058399	<not provided>	<not provided>	USA: Saint Louis, MO	not applicable	fecal sample	38.13 N 90 W	<not provided>
SAMN03659400	SRX1030106	<not provided>	2015-05-16	3	2	SRR2029523	SRS938430	D2_24_7517	Feb-2013	TB0000187517	WGS	<not provided>	PRJNA284162	Metagenome or environmental	WASHINGTON UNIVERSITY	public	0	SINGLE	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-09-01	SRP058399	<not provided>	<not provided>	USA: Saint Louis, MO	not applicable	fecal sample	38.13 N 90 W	<not provided>
SAMN03659393	SRX1040260	D1_18_8340_SIA	2015-05-27	43	20	SRR2041980	SRS938425	D1_18_8340	Aug-2012	TB0000178340	WGS	<not provided>	PRJNA284162	Metagenome or environmental	WASHINGTON UNIVERSITY	public	0	SINGLE	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-09-01	SRP058399	<not provided>	<not provided>	USA: Saint Louis, MO	not applicable	fecal sample	38.13 N 90 W	<not provided>
SAMN03659394	SRX1040261	D1_24_7512_SIA	2015-05-27	16	8	SRR2041981	SRS938424	D1_24_7512	Feb-2013	TB0000187512	WGS	<not provided>	PRJNA284162	Metagenome or environmental	WASHINGTON UNIVERSITY	public	0	SINGLE	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-09-01	SRP058399	<not provided>	<not provided>	USA: Saint Louis, MO	not applicable	fecal sample	38.13 N 90 W	<not provided>
SAMN03659395	SRX1040262	D2_0_3840_SIA	2015-05-27	3	1	SRR2041982	SRS938426	D2_0_3840	Feb-2011	AB43613840	WGS	<not provided>	PRJNA284162	Metagenome or environmental	WASHINGTON UNIVERSITY	public	0	SINGLE	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-09-01	SRP058399	<not provided>	<not provided>	USA: Saint Louis, MO	not applicable	fecal sample	38.13 N 90 W	<not provided>
SAMN03659396	SRX1040263	D2_3_2028_SIA	2015-05-27	32	15	SRR2041983	SRS938427	D2_3_2028	Jun-2011	AB43932028	WGS	<not provided>	PRJNA284162	Metagenome or environmental	WASHINGTON UNIVERSITY	public	0	SINGLE	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-09-01	SRP058399	<not provided>	<not provided>	USA: Saint Louis, MO	not applicable	fecal sample	38.13 N 90 W	<not provided>
SAMN03659397	SRX1040264	D2_6_8614_SIA	2015-05-27	33	16	SRR2041984	SRS938428	D2_6_8614	Sep-2011	TB0000128614	WGS	<not provided>	PRJNA284162	Metagenome or environmental	WASHINGTON UNIVERSITY	public	0	SINGLE	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-09-01	SRP058399	<not provided>	<not provided>	USA: Saint Louis, MO	not applicable	fecal sample	38.13 N 90 W	<not provided>
SAMN03659398	SRX1040265	D2_12_2062_SIA	2015-05-27	40	19	SRR2041985	SRS938429	D2_12_2062	Feb-2012	TB0000152062	WGS	<not provided>	PRJNA284162	Metagenome or environmental	WASHINGTON UNIVERSITY	public	0	SINGLE	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-09-01	SRP058399	<not provided>	<not provided>	USA: Saint Louis, MO	not applicable	fecal sample	38.13 N 90 W	<not provided>
SAMN03659399	SRX1040266	D2_18_8216_SIA	2015-05-27	39	18	SRR2041986	SRS938431	D2_18_8216	Aug-2012	TB0000178216	WGS	<not provided>	PRJNA284162	Metagenome or environmental	WASHINGTON UNIVERSITY	public	0	SINGLE	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-09-01	SRP058399	<not provided>	<not provided>	USA: Saint Louis, MO	not applicable	fecal sample	38.13 N 90 W	<not provided>
SAMN03659400	SRX1040267	D2_24_7517_SIA	2015-05-27	67	30	SRR2041987	SRS938430	D2_24_7517	Feb-2013	TB0000187517	WGS	<not provided>	PRJNA284162	Metagenome or environmental	WASHINGTON UNIVERSITY	public	0	SINGLE	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-09-01	SRP058399	<not provided>	<not provided>	USA: Saint Louis, MO	not applicable	fecal sample	38.13 N 90 W	<not provided>
SAMN03659393	SRX1040308	D1_18_8340_MDA	2015-05-27	21	10	SRR2042028	SRS938425	D1_18_8340	Aug-2012	TB0000178340	WGS	<not provided>	PRJNA284162	Metagenome or environmental	WASHINGTON UNIVERSITY	public	0	SINGLE	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-09-01	SRP058399	<not provided>	<not provided>	USA: Saint Louis, MO	not applicable	fecal sample	38.13 N 90 W	<not provided>
SAMN03659394	SRX1040309	D1_24_7512_MDA	2015-05-27	36	16	SRR2042029	SRS938424	D1_24_7512	Feb-2013	TB0000187512	WGS	<not provided>	PRJNA284162	Metagenome or environmental	WASHINGTON UNIVERSITY	public	0	SINGLE	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-09-01	SRP058399	<not provided>	<not provided>	USA: Saint Louis, MO	not applicable	fecal sample	38.13 N 90 W	<not provided>
SAMN03659395	SRX1040310	D2_0_3840_MDA	2015-05-27	32	15	SRR2042030	SRS938426	D2_0_3840	Feb-2011	AB43613840	WGS	<not provided>	PRJNA284162	Metagenome or environmental	WASHINGTON UNIVERSITY	public	0	SINGLE	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-09-01	SRP058399	<not provided>	<not provided>	USA: Saint Louis, MO	not applicable	fecal sample	38.13 N 90 W	<not provided>
SAMN03659396	SRX1040311	D2_3_2028_MDA	2015-05-27	44	20	SRR2042031	SRS938427	D2_3_2028	Jun-2011	AB43932028	WGS	<not provided>	PRJNA284162	Metagenome or environmental	WASHINGTON UNIVERSITY	public	0	SINGLE	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-09-01	SRP058399	<not provided>	<not provided>	USA: Saint Louis, MO	not applicable	fecal sample	38.13 N 90 W	<not provided>
SAMN03659397	SRX1040312	D2_6_8614_MDA	2015-05-27	88	40	SRR2042032	SRS938428	D2_6_8614	Sep-2011	TB0000128614	WGS	<not provided>	PRJNA284162	Metagenome or environmental	WASHINGTON UNIVERSITY	public	0	SINGLE	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-09-01	SRP058399	<not provided>	<not provided>	USA: Saint Louis, MO	not applicable	fecal sample	38.13 N 90 W	<not provided>
SAMN03659398	SRX1040313	D2_12_2062_MDA	2015-05-27	65	28	SRR2042033	SRS938429	D2_12_2062	Feb-2012	TB0000152062	WGS	<not provided>	PRJNA284162	Metagenome or environmental	WASHINGTON UNIVERSITY	public	0	SINGLE	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-09-01	SRP058399	<not provided>	<not provided>	USA: Saint Louis, MO	not applicable	fecal sample	38.13 N 90 W	<not provided>
SAMN03659399	SRX1040314	D2_18_8216_MDA	2015-05-27	44	20	SRR2042034	SRS938431	D2_18_8216	Aug-2012	TB0000178216	WGS	<not provided>	PRJNA284162	Metagenome or environmental	WASHINGTON UNIVERSITY	public	0	SINGLE	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-09-01	SRP058399	<not provided>	<not provided>	USA: Saint Louis, MO	not applicable	fecal sample	38.13 N 90 W	<not provided>
SAMN03659400	SRX1040315	D2_24_7517_MDA	2015-05-27	55	24	SRR2042035	SRS938430	D2_24_7517	Feb-2013	TB0000187517	WGS	<not provided>	PRJNA284162	Metagenome or environmental	WASHINGTON UNIVERSITY	public	0	SINGLE	RANDOM	METAGENOMIC	human gut metagenome	ILLUMINA	2015-09-01	SRP058399	<not provided>	<not provided>	USA: Saint Louis, MO	not applicable	fecal sample	38.13 N 90 W	<not provided>
